source,label,href,classification,http_status,target,fragment
https://three-stars.webflow.io/404,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/404,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/404,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/about,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/about,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/about,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/about,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/about,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/about,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/about,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/about,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/about,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/about,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/about,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/about,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/about,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/about,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/about,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/about,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/about,Meet the Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/about,Our Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/about,Download Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/about,Open Bio Mauro Savoia,#,action,,,
https://three-stars.webflow.io/about,Three Stars Capital Partners,https://www.threestarscp.com/,external,200,https://www.threestarscp.com/,
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/about,Phone +39.02.3670.5320,tel:+39.02.3670.5320,phone,,,
https://three-stars.webflow.io/about,Fax +39.02.3670.5310,tel:+39.02.3670.5310,phone,,,
https://three-stars.webflow.io/about,Milan Office: Via San Pietro all'Orto N.17 - 20121 Milan (Italy),/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/about,New York Office: 6 St Johns Lane - New York (NY) 10013,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/about,Open Bio Cinzia D'Amato,#,action,,,
https://three-stars.webflow.io/about,Three Stars Capital Partners,https://www.threestarscp.com/,external,200,https://www.threestarscp.com/,
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/about,Phone +39.02.3670.5320,tel:+39.02.3670.5320,phone,,,
https://three-stars.webflow.io/about,Fax +39.02.3670.5310,tel:+39.02.3670.5310,phone,,,
https://three-stars.webflow.io/about,Milan Office: Via San Pietro all'Orto N.17 - 20121 Milan (Italy),/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/about,New York Office: 6 St Johns Lane - New York (NY) 10013,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/about,Open Bio Sabrina Battista,#,action,,,
https://three-stars.webflow.io/about,Three Stars Capital Partners,https://www.threestarscp.com/,external,200,https://www.threestarscp.com/,
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/about,Phone +39.02.3670.5320,tel:+39.02.3670.5320,phone,,,
https://three-stars.webflow.io/about,Fax +39.02.3670.5310,tel:+39.02.3670.5310,phone,,,
https://three-stars.webflow.io/about,Milan Office: Via San Pietro all'Orto N.17 - 20121 Milan (Italy),/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/about,New York Office: 6 St Johns Lane - New York (NY) 10013,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/about,See Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/about,Europe,#,action,,,
https://three-stars.webflow.io/about,USA,#,action,,,
https://three-stars.webflow.io/about,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/about,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/about,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/about,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/about,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/about,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/about,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/about,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/about,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/about,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/about,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/about,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/about,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/about,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/about,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/about,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/about,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/contact,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/contact,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/contact,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/contact,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/contact,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/contact,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/contact,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/contact,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/contact,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/contact,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/contact,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/contact,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/contact,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/contact,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/contact,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/contact,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/contact,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/contact,Send a Message,#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/contact,Email Us,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/contact,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/contact,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/contact,LinkedIn — company page ↗,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/contact,Mauro Savoia on LinkedIn ↗,https://it.linkedin.com/in/maurosavoia,external,999,https://it.linkedin.com/in/maurosavoia,
https://three-stars.webflow.io/contact,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/contact,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/contact,About,/about,internal-ok,200,https://three-stars.webflow.io/about,
https://three-stars.webflow.io/contact,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/contact,Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,
https://three-stars.webflow.io/contact,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,
https://three-stars.webflow.io/contact,Track Record,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/contact,Sectors,/credentials#sectors,internal-ok,200,https://three-stars.webflow.io/credentials,sectors
https://three-stars.webflow.io/contact,Milan Office,/contact#milan-office,internal-ok,200,https://three-stars.webflow.io/contact,milan-office
https://three-stars.webflow.io/contact,New York Office,/contact#new-york-office,internal-ok,200,https://three-stars.webflow.io/contact,new-york-office
https://three-stars.webflow.io/contact,Press Enquiries,/contact#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form
https://three-stars.webflow.io/contact,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/contact,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,
https://three-stars.webflow.io/contact,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,
https://three-stars.webflow.io/contact,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,
https://three-stars.webflow.io/contact,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,
https://three-stars.webflow.io/contact,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,
https://three-stars.webflow.io/cookie-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
https://three-stars.webflow.io/cookie-policy,+39 02 3670 5320,tel:+390236705320,phone,,,
https://three-stars.webflow.io/cookie-policy,Home,/,internal-ok,200,https://three-stars.webflow.io/,
https://three-stars.webflow.io/cookie-policy,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story
https://three-stars.webflow.io/cookie-policy,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach
https://three-stars.webflow.io/cookie-policy,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team
https://three-stars.webflow.io/cookie-policy,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging
https://three-stars.webflow.io/cookie-policy,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing
https://three-stars.webflow.io/cookie-policy,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout
https://three-stars.webflow.io/cookie-policy,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory
https://three-stars.webflow.io/cookie-policy,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging
https://three-stars.webflow.io/cookie-policy,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency
https://three-stars.webflow.io/cookie-policy,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,
https://three-stars.webflow.io/cookie-policy,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/cookie-policy,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/cookie-policy,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary
https://three-stars.webflow.io/cookie-policy,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,
https://three-stars.webflow.io/cookie-policy,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,
https://three-stars.webflow.io/cookie-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,
