source,label,href,classification,http_status,resolved_url,fragment,suggested_destination,css_class
https://three-stars.webflow.io/404,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/404,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/404,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/404,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/about,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/about,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/about,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/about,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/about,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/about,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/about,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/about,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
https://three-stars.webflow.io/about,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/about,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/about,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/about,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link
https://three-stars.webflow.io/about,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/about,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/about,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/about,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/about,Meet the Team,/contact,wrong-destination,200,https://three-stars.webflow.io/contact,,/about#leadership-team,button-link w-inline-block
https://three-stars.webflow.io/about,Our Credentials,/contact,wrong-destination,200,https://three-stars.webflow.io/contact,,/credentials,button-link w-variant-1e58eb40-97bd-859d-3c63-827af06dc6ba w-inline-block
https://three-stars.webflow.io/about,Download Code of Ethics,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,external,200,https://cdn.prod.website-files.com/6a97103d40ea05346a443224/6a9b1f6c24661449181079e1_Codice%20Etico%20TSCP.pdf,,,button-link w-variant-1e58eb40-97bd-859d-3c63-827af06dc6ba w-inline-block
https://three-stars.webflow.io/about,Open Bio Mauro Savoia,#,action,,,,,bio-trigger w-inline-block
https://three-stars.webflow.io/about,Three Stars Capital Partners,https://www.threestarscp.com/,external,200,https://www.threestarscp.com/,,,bio-contact-firm w-inline-block
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,bio-contact-email w-inline-block
https://three-stars.webflow.io/about,Phone +39.02.3670.5320,tel:+39.02.3670.5320,phone,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,Fax +39.02.3670.5310,tel:+39.02.3670.5310,phone,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,Milan Office: Via San Pietro all'Orto N.17 - 20121 Milan (Italy),#,placeholder,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,New York Office: 6 St Johns Lane - New York (NY) 10013,#,placeholder,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,LinkedIn Mauro Savoia,#,placeholder,,,,,bio-contact-linkedin w-inline-block
https://three-stars.webflow.io/about,Open Bio Cinzia D'Amato,#,action,,,,,bio-trigger w-inline-block
https://three-stars.webflow.io/about,Three Stars Capital Partners,https://www.threestarscp.com/,external,200,https://www.threestarscp.com/,,,bio-contact-firm w-inline-block
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,bio-contact-email w-inline-block
https://three-stars.webflow.io/about,Phone +39.02.3670.5320,tel:+39.02.3670.5320,phone,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,Fax +39.02.3670.5310,tel:+39.02.3670.5310,phone,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,Milan Office: Via San Pietro all'Orto N.17 - 20121 Milan (Italy),#,placeholder,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,New York Office: 6 St Johns Lane - New York (NY) 10013,#,placeholder,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,LinkedIn Cinzia D'Amato,#,placeholder,,,,,bio-contact-linkedin w-inline-block
https://three-stars.webflow.io/about,Open Bio Sabrina Battista,#,action,,,,,bio-trigger w-inline-block
https://three-stars.webflow.io/about,Three Stars Capital Partners,https://www.threestarscp.com/,external,200,https://www.threestarscp.com/,,,bio-contact-firm w-inline-block
https://three-stars.webflow.io/about,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,bio-contact-email w-inline-block
https://three-stars.webflow.io/about,Phone +39.02.3670.5320,tel:+39.02.3670.5320,phone,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,Fax +39.02.3670.5310,tel:+39.02.3670.5310,phone,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,Milan Office: Via San Pietro all'Orto N.17 - 20121 Milan (Italy),#,placeholder,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,New York Office: 6 St Johns Lane - New York (NY) 10013,#,placeholder,,,,,bio-contact-row-link w-inline-block
https://three-stars.webflow.io/about,LinkedIn Sabrina Battista,#,placeholder,,,,,bio-contact-linkedin w-inline-block
https://three-stars.webflow.io/about,See Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,button-link w-inline-block
https://three-stars.webflow.io/about,Europe,#,action,,,,,toggle-item is-active w-inline-block
https://three-stars.webflow.io/about,USA,#,action,,,,,toggle-item w-inline-block
https://three-stars.webflow.io/about,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block
https://three-stars.webflow.io/about,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/about,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline w--current
https://three-stars.webflow.io/about,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/about,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/about,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/about,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/about,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/about,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/about,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/about,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/contact,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/contact,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/contact,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/contact,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/contact,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/contact,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/contact,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/contact,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/contact,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
https://three-stars.webflow.io/contact,Structured Debt Advisory,/services-overview#structured-debt-advisory,internal-ok,200,https://three-stars.webflow.io/services-overview,structured-debt-advisory,,nav-submenu-link
https://three-stars.webflow.io/contact,Mezzanine Debt Arranging,/services-overview#mezzanine-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,mezzanine-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/contact,Real Estate Agency,/services-overview#real-estate-agency,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-agency,,nav-submenu-link
https://three-stars.webflow.io/contact,Credentials,/credentials,internal-ok,200,https://three-stars.webflow.io/credentials,,,nav-link
https://three-stars.webflow.io/contact,Coverage and commentary,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-submenu-link
https://three-stars.webflow.io/contact,REACT NEWS Apollo provides €105m financing for luxury hotel's Rome debut JUNE 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/contact,PEI — REAL ESTATE CAPITAL Inside the €330m refinancing of an Italian icon JANUARY 2022,/press-overview#coverage-and-commentary,internal-ok,200,https://three-stars.webflow.io/press-overview,coverage-and-commentary,,nav-featured-card w-inline-block
https://three-stars.webflow.io/contact,Contact,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block w--current
https://three-stars.webflow.io/contact,Send a Message,#contact-form,internal-ok,200,https://three-stars.webflow.io/contact,contact-form,,button-link w-inline-block
https://three-stars.webflow.io/contact,Email Us,mailto:info@threestarscp.com,email,,,,,button-link w-variant-1e58eb40-97bd-859d-3c63-827af06dc6ba w-inline-block
https://three-stars.webflow.io/contact,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,body-m weight-semi-bold
https://three-stars.webflow.io/contact,+39 02 3670 5320,tel:+390236705320,phone,,,,,body-m text-muted-70 link-underline
https://three-stars.webflow.io/contact,LinkedIn — company page ↗,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,body-m weight-semi-bold link-underline
https://three-stars.webflow.io/contact,Mauro Savoia on LinkedIn ↗,https://it.linkedin.com/in/maurosavoia,external,999,https://it.linkedin.com/in/maurosavoia,,,body-m weight-semi-bold link-underline
https://three-stars.webflow.io/contact,Contact Us,/contact,internal-ok,200,https://three-stars.webflow.io/contact,,,button-link w-inline-block w--current
https://three-stars.webflow.io/contact,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,footer-brand-link w-inline-block
https://three-stars.webflow.io/contact,About,/about,internal-ok,200,https://three-stars.webflow.io/about,,,body-s link-underline
https://three-stars.webflow.io/contact,Our Approach,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,Code of Ethics,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,Services,/services-overview,internal-ok,200,https://three-stars.webflow.io/services-overview,,,body-s link-underline
https://three-stars.webflow.io/contact,Track Record,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,Sectors,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,Milan Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,New York Office,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,Press Enquiries,#,placeholder,,,,,body-s link-underline
https://three-stars.webflow.io/contact,Privacy Policy,/privacy-policy,internal-ok,200,https://three-stars.webflow.io/privacy-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/contact,Cookie Policy,/cookie-policy,internal-ok,200,https://three-stars.webflow.io/cookie-policy,,,footer-legal-link link-underline
https://three-stars.webflow.io/contact,Terms of Use,/terms,internal-ok,200,https://three-stars.webflow.io/terms,,,footer-legal-link link-underline
https://three-stars.webflow.io/contact,Disclaimer Notice,/disclaimer,internal-ok,200,https://three-stars.webflow.io/disclaimer,,,footer-legal-link link-underline
https://three-stars.webflow.io/contact,LinkedIn,https://www.linkedin.com/company/three-stars-capital-partners/,external,200,https://www.linkedin.com/company/three-stars-capital-partners/,,,footer-legal-link link-underline
https://three-stars.webflow.io/contact,Site: Brand Vision,https://www.brandvm.com/,external,200,https://www.brandvm.com/,,,footer-legal-link link-underline
https://three-stars.webflow.io/cookie-policy,info@threestarscp.com,mailto:info@threestarscp.com,email,,,,,meta link-underline
https://three-stars.webflow.io/cookie-policy,+39 02 3670 5320,tel:+390236705320,phone,,,,,meta link-underline
https://three-stars.webflow.io/cookie-policy,Home,/,internal-ok,200,https://three-stars.webflow.io/,,,nav-brand-link w-inline-block
https://three-stars.webflow.io/cookie-policy,Our Story,/about#our-story,internal-ok,200,https://three-stars.webflow.io/about,our-story,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Our Approach,/about#our-approach,internal-ok,200,https://three-stars.webflow.io/about,our-approach,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Leadership Team,/about#leadership-team,internal-ok,200,https://three-stars.webflow.io/about,leadership-team,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Real Estate Debt Arranging,/services-overview#real-estate-debt-arranging,internal-ok,200,https://three-stars.webflow.io/services-overview,real-estate-debt-arranging,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Equity Raising & Liquidity Sourcing,/services-overview#equity-raising-liquidity-sourcing,internal-ok,200,https://three-stars.webflow.io/services-overview,equity-raising-liquidity-sourcing,,nav-submenu-link
https://three-stars.webflow.io/cookie-policy,Debt Restructuring & Workout,/services-overview#debt-restructuring-workout,internal-ok,200,https://three-stars.webflow.io/services-overview,debt-restructuring-workout,,nav-submenu-link
